EXTERNAL_COURSE_KEY|EXTERNAL_PERSON_KEY|ROLE|AVAILABLE_IND|ROW_STATUS|DATA_SOURCE_KEY
ISYS324_SEM2_2018|21524550|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21320966|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|20720685|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21531591|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21348334|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21519653|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21435891|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21402033|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21513344|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21433170|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21500736|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21520237|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21420894|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21352921|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21206560|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21540916|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21423936|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21321990|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21526091|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21523480|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|20421553|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|20903825|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21535853|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21503032|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21513174|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21526563|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21500115|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21518600|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21522129|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21524936|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21421080|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21505539|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21511408|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21413041|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21514600|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21417422|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21420065|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21509138|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21529245|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21532226|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21546853|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21520623|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21401760|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21535017|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21542959|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21555848|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21551853|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|20608786|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21504234|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21330742|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21513833|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21517889|student|Y|enabled|DUT_STUDENROL_2018
ISYS324_SEM2_2018|21309902|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|21448249|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|20802815|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|21307175|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|21450493|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|21557508|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|21327293|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|21349599|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|21002606|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|21218766|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|21554712|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|21122683|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|21519189|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|21356774|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|21325404|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|21416344|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|21126931|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|21350328|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|20901792|student|Y|enabled|DUT_STUDENROL_2018
SWEN401_SEM2_2018|20703940|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21621717|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21706661|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21750816|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21711327|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21739110|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21609666|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21730195|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21512032|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21724885|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21750707|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21721416|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21446407|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21731908|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21323790|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21702604|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21640388|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21710849|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21537887|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21750726|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21700899|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21647718|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21702330|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21634926|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21750653|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21700907|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21420398|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21741608|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21737466|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21725755|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21747478|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21752056|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21720653|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21750736|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21750753|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21746914|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21702131|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21628429|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21718884|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21728934|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21608188|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21602280|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21516839|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21710570|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21600708|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21739834|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21717023|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21750740|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21005005|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21648030|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21748397|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21714843|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21615187|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21713136|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|20926352|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|20926352|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21716862|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21626136|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21702818|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21452865|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21609149|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21710140|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21750711|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21621362|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21707198|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21710988|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21709366|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21701926|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21750769|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21734526|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21750721|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21750690|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21606437|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21637328|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21750730|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21742886|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21601022|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21750787|student|Y|enabled|DUT_STUDENROL_2018
BSAP201_SEM2_2018|21750739|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21621717|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21706661|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21750816|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21711327|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21739110|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21724742|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21609666|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21512032|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21724885|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21750707|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21721416|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21446407|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21731908|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21531129|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21323790|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21702604|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21640388|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21710849|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21537887|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21545834|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21750726|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21700899|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21647718|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21743357|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21702330|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21634926|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21750653|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21700907|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21420398|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21724722|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21741608|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21737466|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21718036|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21725755|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21747478|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21752056|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21720653|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21727611|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21750736|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21750753|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21746914|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21702131|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21718884|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21728934|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21743079|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21608188|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21602280|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21710570|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21600708|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21739834|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21717023|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21750740|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21005005|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21648030|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21748397|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21714843|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21615187|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21713136|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|20926352|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|20926352|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21716862|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21750792|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21702818|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21511105|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21452865|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21609149|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21710140|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21750711|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21745998|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21705746|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21708833|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21621362|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21707198|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21710988|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21709366|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21701926|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21727037|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21734526|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21524906|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21750721|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21502868|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21750690|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21606437|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21750730|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21742886|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21601022|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21750787|student|Y|enabled|DUT_STUDENROL_2018
BSAB201_SEM2_2018|21750739|student|Y|enabled|DUT_STUDENROL_2018
OSYT301_SEM2_2018|21742832|student|Y|enabled|DUT_STUDENROL_2018
OSYT301_SEM2_2018|21556078|student|Y|enabled|DUT_STUDENROL_2018
OSYT301_SEM2_2018|21738439|student|Y|enabled|DUT_STUDENROL_2018
OSYT301_SEM2_2018|21451710|student|Y|enabled|DUT_STUDENROL_2018
OSYT301_SEM2_2018|21706746|student|Y|enabled|DUT_STUDENROL_2018
OSYT301_SEM2_2018|21738296|student|Y|enabled|DUT_STUDENROL_2018
OSYT301_SEM2_2018|21725891|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21448163|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21555953|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21000106|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21435770|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21447463|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21354482|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21407954|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21209815|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21551972|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21302674|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21346040|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21542890|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21522181|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21514107|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|20712379|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21524057|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21404636|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21523998|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21550072|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21105454|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21347228|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21449349|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21854992|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21555947|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21348179|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21354893|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|20931713|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21449291|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21350801|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21432196|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21543824|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21345797|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21509668|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21418274|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21434611|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|20151080|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21113941|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21529609|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21501265|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21353556|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21507261|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21513935|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21033013|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21534494|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21517904|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21338039|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21435146|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21418354|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21210105|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21529442|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21500879|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21502331|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21404008|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21524795|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21532550|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21519615|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21545529|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21423232|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21109252|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21444161|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21536061|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21130347|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21352541|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21432336|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21413700|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21418419|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21350791|student|Y|enabled|DUT_STUDENROL_2018
INSC401_SEM2_2018|21553624|student|Y|enabled|DUT_STUDENROL_2018
